name,oldest,youngest,ts_count,refs,rule
Migneintian,Ordovician,Ordovician,0.0,2,6.9
Moridunian,Ordovician,Ordovician,0.0,2,6.9
Pakerort,Ordovician,Ordovician,0.0,2,6.9
Rangerian,Ordovician,Ordovician,0.0,2,6.9
Skullrockian,Ordovician,Ordovician,0.0,2,6.9
Stairsian,Ordovician,Ordovician,0.0,2,6.9
Tremadoc,Ordovician,Ordovician,0.0,2,6.9
Tulean,Ordovician,Ordovician,0.0,2,6.9
Varangu,Ordovician,Ordovician,0.0,2,6.9
Whiterockian,Ordovician,Ordovician,0.0,2,6.9
Whitlandian,Ordovician,Ordovician,0.0,2,6.9
1a,Ordovician,Ordovician,0.0,3,6.9
1b,Ordovician,Ordovician,0.0,3,6.9
1c,Ordovician,Ordovician,0.0,3,6.9
1d,Ordovician,Ordovician,0.0,3,6.9
2a,Ordovician,Ordovician,0.0,3,6.9
2b,Ordovician,Ordovician,0.0,3,6.9
2c,Ordovician,Ordovician,0.0,3,6.9
Dapingian,Ordovician,Ordovician,0.0,401,6.9
Darriwilian,Ordovician,Ordovician,0.0,401,6.9
Dobrotivian,Ordovician,Ordovician,0.0,2,6.9
Dp1,Ordovician,Ordovician,0.0,2,6.9
Dp2,Ordovician,Ordovician,0.0,2,6.9
Dp3,Ordovician,Ordovician,0.0,2,6.9
Dw1,Ordovician,Ordovician,0.0,2,6.9
Dw2,Ordovician,Ordovician,0.0,2,6.9
Dw3,Ordovician,Ordovician,0.0,2,6.9
Kimaian,Ordovician,Ordovician,0.0,2,6.9
Kirensko-Kudrinian,Ordovician,Ordovician,0.0,2,6.9
Lower Dobrotivian,Ordovician,Ordovician,0.0,2,6.9
Lower Oretanian,Ordovician,Ordovician,0.0,2,6.9
Mukteian,Ordovician,Ordovician,0.0,2,6.9
Oretanian,Ordovician,Ordovician,0.0,2,6.9
Oretanian Upper,Ordovician,Ordovician,0.0,2,6.9
Upper Arenigian,Ordovician,Ordovician,0.0,2,6.9
Upper Dobrotivian,Ordovician,Ordovician,0.0,2,6.9
